Dataset,Method,Median reference ARI,Reference ARI SD,Median reference NMI,Reference NMI SD,Median pairwise partition ARI,5th percentile pairwise partition ARI,Minimum pairwise partition ARI,"Iso-accuracy pairs, n",Median iso-accuracy partition ARI,Minimum iso-accuracy partition ARI,"Divergent iso-accuracy pairs, n",Divergent iso-accuracy fraction
Bregma −0.09,GraphST,0.35284950430000001,0.045301835759999999,0.45688970610000001,0.021207317520000001,0.4825066402,0.41030123569999999,0.36809227249999998,48,0.52536285309999997,0.39305192109999998,17,0.35416666670000002
Bregma −0.09,STAGATE,0.41558989810000002,0.046245790019999997,0.52974372359999999,0.028432365689999999,0.61223102119999995,0.44022410280000002,0.35857295150000001,67,0.6047285818,0.47084219980000003,2,0.029850746269999999
Bregma −0.09,SpaGCN,0.23217245189999999,0.051891057730000002,0.31114769019999999,0.039260869050000001,0.42134625539999998,0.2921820282,0.25415573400000002,36,0.4555560213,0.29831925030000001,25,0.69444444439999997
Bregma −0.09,BANKSY,0.23068680959999999,0.020467562710000001,0.33675223650000002,0.01104394713,0.95023581739999996,0.63528245770000003,0.63510877769999996,126,0.98917450969999998,0.91770691569999996,0,0
Bregma −0.09,SEDR,0.25652648918400001,0.068856985041999899,0.36151559883500001,0.045268380189,0.52284224652199995,0.36913170233300002,0.25264329609899988,23,0.55083161179600004,0.41860703773399988,3,0.13043478260899999
Bregma −0.14,GraphST,0.36936867779999999,0.019785591540000001,0.48818347429999998,0.01149649782,0.4667685774,0.40529215959999998,0.37667311879999998,96,0.48233729920000001,0.37667311879999998,55,0.57291666669999997
Bregma −0.14,STAGATE,0.37691899070000001,0.064073326230000005,0.55342114769999995,0.021528617449999999,0.54205397789999998,0.43525396589999998,0.40172316250000001,42,0.66136545130000002,0.42851708249999998,3,0.071428571430000004
Bregma −0.14,SpaGCN,0.23606794889999999,0.049563129800000001,0.31847919899999999,0.037604717009999997,0.46117218700000001,0.25229112590000002,0.21264799140000001,55,0.51040982729999995,0.25257293520000001,25,0.4545454545
Bregma −0.14,BANKSY,0.25699646860000003,0.0163772048,0.3343354851,0.020449752790000001,0.83436532559999999,0.58181425450000002,0.56871669140000003,99,0.98624766080000004,0.57997023430000005,0,0
Bregma −0.14,SEDR,0.25448295416799988,0.029714490512400001,0.35936312008900001,0.018602685064899899,0.60581462321099988,0.45247979408299988,0.39986904106999988,69,0.62534311493399986,0.51449924314100004,0,0
Bregma −0.19,GraphST,0.38428303159999999,0.047447042340000002,0.53506364989999999,0.024905292030000001,0.54516605090000003,0.3444804038,0.27539417529999999,44,0.59615745610000004,0.48052984679999999,3,0.068181818180000006
Bregma −0.19,STAGATE,0.54885659099999995,0.050937583789999998,0.63452599759999995,0.018069360409999999,0.60633537689999994,0.47225708700000002,0.44362217269999998,45,0.64371843510000004,0.51181709070000003,0,0
Bregma −0.19,SpaGCN,0.2370628998,0.065320054210000006,0.3262321648,0.045231555180000001,0.36768468570000001,0.25961194389999998,0.23761779459999999,22,0.41312259499999998,0.30471159679999998,16,0.72727272730000003
Bregma −0.19,BANKSY,0.28029380570000001,0.041284586829999997,0.3914843321,0.035621628619999998,0.99584220499999998,0.57564089230000004,0.38281770009999999,123,0.99733845970000001,0.99269925579999996,0,0
Bregma −0.19,SEDR,0.28247143533899988,0.0252652334369,0.395731991803,0.0265970537544,0.72406277583199985,0.46050444998000001,0.373079197104,134,0.75454181829099987,0.52329341462099987,0,0
Bregma −0.24,GraphST,0.4126567491,0.037611883720000003,0.53061709400000001,0.01311546957,0.49960406740000002,0.35762175239999999,0.2466034205,58,0.52908765930000001,0.42005438569999998,23,0.3965517241
Bregma −0.24,STAGATE,0.54360684879999999,0.052658931229999997,0.64571843009999996,0.016628248710000001,0.6012670376,0.4987846051,0.45971067840000002,38,0.64963221380000002,0.48347620959999998,2,0.052631578950000001
Bregma −0.24,SpaGCN,0.23699214569999999,0.046765762539999998,0.31900736909999999,0.029561290399999999,0.48542115530000002,0.37530637369999997,0.27445354280000001,43,0.52169790459999998,0.3518797501,19,0.44186046509999999
Bregma −0.24,BANKSY,0.25994802080000001,0.018867337590000002,0.34482328359999997,0.019993185359999999,0.64751884770000001,0.53777317160000004,0.49124650689999999,111,0.71713767890000002,0.53523225029999999,0,0
Bregma −0.24,SEDR,0.20151569251900001,0.0388157891452999,0.35780724649500001,0.036530670485599902,0.61622400216100004,0.43713855918200001,0.24672035840500001,57,0.68410350647700002,0.43262891393699993,8,0.14035087719299991
