section,section_display,method,rank,rank_x2,count,probability,enumerated_combinations,rank_rule,interpretation_unit
151670,151670,BANKSY,2.5,5,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151670,151670,BANKSY,3,6,497700,0.15553125000000001,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151670,151670,BANKSY,3.5,7,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151670,151670,BANKSY,4,8,139780,0.043681249999999998,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151670,151670,BANKSY,4.5,9,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151670,151670,BANKSY,5,10,3960,0.0012375000000000001,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151670,151670,SEDR,1,2,1150020,0.35938124999999999,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151670,151670,SEDR,1.5,3,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151670,151670,SEDR,2,4,1590340,0.49698124999999999,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151670,151670,SEDR,2.5,5,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151670,151670,SEDR,3,6,409260,0.12789375,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151670,151670,SEDR,3.5,7,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151670,151670,SEDR,4,8,50380,0.015743750000000001,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151670,151670,SEDR,4.5,9,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151670,151670,SEDR,5,10,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151671,151671,GraphST,1,2,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151671,151671,GraphST,1.5,3,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151671,151671,GraphST,2,4,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151671,151671,GraphST,2.5,5,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151671,151671,GraphST,3,6,195200,0.060999999999999999,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151671,151671,GraphST,3.5,7,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151671,151671,GraphST,4,8,2489600,0.77800000000000002,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151671,151671,GraphST,4.5,9,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151671,151671,GraphST,5,10,515200,0.161,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151671,151671,STAGATE,1,2,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151671,151671,STAGATE,1.5,3,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151671,151671,STAGATE,2,4,144000,0.044999999999999998,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151671,151671,STAGATE,2.5,5,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151671,151671,STAGATE,3,6,2804800,0.87649999999999995,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151671,151671,STAGATE,3.5,7,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151671,151671,STAGATE,4,8,230400,0.071999999999999995,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151671,151671,STAGATE,4.5,9,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151671,151671,STAGATE,5,10,20800,0.0064999999999999997,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151671,151671,SpaGCN,1,2,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151671,151671,SpaGCN,1.5,3,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151671,151671,SpaGCN,2,4,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151671,151671,SpaGCN,2.5,5,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151671,151671,SpaGCN,3,6,56000,0.017500000000000002,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151671,151671,SpaGCN,3.5,7,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151671,151671,SpaGCN,4,8,480000,0.14999999999999999,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151671,151671,SpaGCN,4.5,9,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151671,151671,SpaGCN,5,10,2664000,0.83250000000000002,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151671,151671,BANKSY,1,2,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151671,151671,BANKSY,1.5,3,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151671,151671,BANKSY,2,4,3056000,0.95499999999999996,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151671,151671,BANKSY,2.5,5,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151671,151671,BANKSY,3,6,144000,0.044999999999999998,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151671,151671,BANKSY,3.5,7,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151671,151671,BANKSY,4,8,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151671,151671,BANKSY,4.5,9,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151671,151671,BANKSY,5,10,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151671,151671,SEDR,1,2,3200000,1,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151671,151671,SEDR,1.5,3,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151671,151671,SEDR,2,4,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151671,151671,SEDR,2.5,5,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151671,151671,SEDR,3,6,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151671,151671,SEDR,3.5,7,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151671,151671,SEDR,4,8,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151671,151671,SEDR,4.5,9,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151671,151671,SEDR,5,10,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151672,151672,GraphST,1,2,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151672,151672,GraphST,1.5,3,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151672,151672,GraphST,2,4,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151672,151672,GraphST,2.5,5,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151672,151672,GraphST,3,6,8000,0.0025000000000000001,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151672,151672,GraphST,3.5,7,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151672,151672,GraphST,4,8,2376000,0.74250000000000005,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151672,151672,GraphST,4.5,9,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151672,151672,GraphST,5,10,816000,0.255,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151672,151672,STAGATE,1,2,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151672,151672,STAGATE,1.5,3,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151672,151672,STAGATE,2,4,80000,0.025000000000000001,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151672,151672,STAGATE,2.5,5,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151672,151672,STAGATE,3,6,3112000,0.97250000000000003,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151672,151672,STAGATE,3.5,7,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151672,151672,STAGATE,4,8,8000,0.0025000000000000001,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151672,151672,STAGATE,4.5,9,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151672,151672,STAGATE,5,10,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151672,151672,SpaGCN,1,2,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151672,151672,SpaGCN,1.5,3,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151672,151672,SpaGCN,2,4,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151672,151672,SpaGCN,2.5,5,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151672,151672,SpaGCN,3,6,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151672,151672,SpaGCN,3.5,7,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151672,151672,SpaGCN,4,8,816000,0.255,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151672,151672,SpaGCN,4.5,9,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151672,151672,SpaGCN,5,10,2384000,0.745,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151672,151672,BANKSY,1,2,928000,0.28999999999999998,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151672,151672,BANKSY,1.5,3,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151672,151672,BANKSY,2,4,2192000,0.68500000000000005,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151672,151672,BANKSY,2.5,5,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151672,151672,BANKSY,3,6,80000,0.025000000000000001,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151672,151672,BANKSY,3.5,7,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151672,151672,BANKSY,4,8,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151672,151672,BANKSY,4.5,9,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151672,151672,BANKSY,5,10,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151672,151672,SEDR,1,2,2272000,0.70999999999999996,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151672,151672,SEDR,1.5,3,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151672,151672,SEDR,2,4,928000,0.28999999999999998,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151672,151672,SEDR,2.5,5,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151672,151672,SEDR,3,6,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151672,151672,SEDR,3.5,7,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151672,151672,SEDR,4,8,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151672,151672,SEDR,4.5,9,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151672,151672,SEDR,5,10,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151673,151673,GraphST,1,2,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151673,151673,GraphST,1.5,3,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151673,151673,GraphST,2,4,2040,0.00063750000000000005,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151673,151673,GraphST,2.5,5,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151673,151673,GraphST,3,6,63080,0.019712500000000001,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151673,151673,GraphST,3.5,7,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151673,151673,GraphST,4,8,595720,0.18616250000000001,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151673,151673,GraphST,4.5,9,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151673,151673,GraphST,5,10,2539160,0.79348750000000001,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151673,151673,STAGATE,1,2,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151673,151673,STAGATE,1.5,3,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151673,151673,STAGATE,2,4,26680,0.0083374999999999994,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151673,151673,STAGATE,2.5,5,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151673,151673,STAGATE,3,6,602360,0.1882375,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151673,151673,STAGATE,3.5,7,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151673,151673,STAGATE,4,8,2059240,0.64351250000000004,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151673,151673,STAGATE,4.5,9,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151673,151673,STAGATE,5,10,511720,0.15991250000000001,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151673,151673,SpaGCN,1,2,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151673,151673,SpaGCN,1.5,3,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151673,151673,SpaGCN,2,4,234480,0.073275000000000007,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151673,151673,SpaGCN,2.5,5,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151673,151673,SpaGCN,3,6,2411360,0.75355000000000005,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151673,151673,SpaGCN,3.5,7,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151673,151673,SpaGCN,4,8,465840,0.14557500000000001,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151673,151673,SpaGCN,4.5,9,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151673,151673,SpaGCN,5,10,88320,0.0276,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151673,151673,BANKSY,1,2,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151673,151673,BANKSY,1.5,3,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151673,151673,BANKSY,2,4,2936800,0.91774999999999995,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151673,151673,BANKSY,2.5,5,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151673,151673,BANKSY,3,6,123200,0.0385,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151673,151673,BANKSY,3.5,7,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151673,151673,BANKSY,4,8,79200,0.024750000000000001,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151673,151673,BANKSY,4.5,9,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151673,151673,BANKSY,5,10,60800,0.019,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151673,151673,SEDR,1,2,3200000,1,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151673,151673,SEDR,1.5,3,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151673,151673,SEDR,2,4,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151673,151673,SEDR,2.5,5,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151673,151673,SEDR,3,6,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151673,151673,SEDR,3.5,7,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151673,151673,SEDR,4,8,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151673,151673,SEDR,4.5,9,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151673,151673,SEDR,5,10,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151674,151674,GraphST,1,2,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151674,151674,GraphST,1.5,3,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151674,151674,GraphST,2,4,182420,0.057006250000000001,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151674,151674,GraphST,2.5,5,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151674,151674,GraphST,3,6,367940,0.11498124999999999,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151674,151674,GraphST,3.5,7,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151674,151674,GraphST,4,8,804860,0.25151875000000001,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151674,151674,GraphST,4.5,9,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151674,151674,GraphST,5,10,1844780,0.57649375000000003,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151674,151674,STAGATE,1,2,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151674,151674,STAGATE,1.5,3,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151674,151674,STAGATE,2,4,362040,0.1131375,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151674,151674,STAGATE,2.5,5,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151674,151674,STAGATE,3,6,844280,0.2638375,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151674,151674,STAGATE,3.5,7,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151674,151674,STAGATE,4,8,1081320,0.3379125,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151674,151674,STAGATE,4.5,9,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151674,151674,STAGATE,5,10,912360,0.28511249999999999,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151674,151674,SpaGCN,1,2,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151674,151674,SpaGCN,1.5,3,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151674,151674,SpaGCN,2,4,1838780,0.57461874999999996,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151674,151674,SpaGCN,2.5,5,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151674,151674,SpaGCN,3,6,985660,0.30801875000000001,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151674,151674,SpaGCN,3.5,7,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151674,151674,SpaGCN,4,8,296340,0.092606250000000001,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151674,151674,SpaGCN,4.5,9,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151674,151674,SpaGCN,5,10,79220,0.02475625,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151674,151674,BANKSY,1,2,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151674,151674,BANKSY,1.5,3,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151674,151674,BANKSY,2,4,816760,0.25523750000000001,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151674,151674,BANKSY,2.5,5,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151674,151674,BANKSY,3,6,1002120,0.31316250000000001,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151674,151674,BANKSY,3.5,7,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151674,151674,BANKSY,4,8,1017480,0.31796249999999998,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151674,151674,BANKSY,4.5,9,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151674,151674,BANKSY,5,10,363640,0.1136375,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151674,151674,SEDR,1,2,3200000,1,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151674,151674,SEDR,1.5,3,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151674,151674,SEDR,2,4,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151674,151674,SEDR,2.5,5,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151674,151674,SEDR,3,6,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151674,151674,SEDR,3.5,7,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151674,151674,SEDR,4,8,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151674,151674,SEDR,4.5,9,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151674,151674,SEDR,5,10,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151675,151675,GraphST,1,2,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151675,151675,GraphST,1.5,3,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151675,151675,GraphST,2,4,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151675,151675,GraphST,2.5,5,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151675,151675,GraphST,3,6,59200,0.018499999999999999,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151675,151675,GraphST,3.5,7,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151675,151675,GraphST,4,8,529600,0.16550000000000001,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151675,151675,GraphST,4.5,9,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151675,151675,GraphST,5,10,2611200,0.81599999999999995,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151675,151675,STAGATE,1,2,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151675,151675,STAGATE,1.5,3,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151675,151675,STAGATE,2,4,14000,0.0043750000000000004,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151675,151675,STAGATE,2.5,5,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151675,151675,STAGATE,3,6,742400,0.23200000000000001,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151675,151675,STAGATE,3.5,7,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151675,151675,STAGATE,4,8,2129200,0.66537500000000005,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151675,151675,STAGATE,4.5,9,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151675,151675,STAGATE,5,10,314400,0.098250000000000004,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151675,151675,SpaGCN,1,2,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151675,151675,SpaGCN,1.5,3,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151675,151675,SpaGCN,2,4,1458000,0.455625,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151675,151675,SpaGCN,2.5,5,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151675,151675,SpaGCN,3,6,1716000,0.53625,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151675,151675,SpaGCN,3.5,7,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151675,151675,SpaGCN,4,8,26000,0.0081250000000000003,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151675,151675,SpaGCN,4.5,9,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151675,151675,SpaGCN,5,10,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151675,151675,BANKSY,1,2,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151675,151675,BANKSY,1.5,3,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151675,151675,BANKSY,2,4,1728000,0.54000000000000004,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151675,151675,BANKSY,2.5,5,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151675,151675,BANKSY,3,6,682400,0.21325,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151675,151675,BANKSY,3.5,7,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151675,151675,BANKSY,4,8,515200,0.161,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151675,151675,BANKSY,4.5,9,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151675,151675,BANKSY,5,10,274400,0.085750000000000007,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151675,151675,SEDR,1,2,3200000,1,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151675,151675,SEDR,1.5,3,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151675,151675,SEDR,2,4,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151675,151675,SEDR,2.5,5,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151675,151675,SEDR,3,6,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151675,151675,SEDR,3.5,7,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151675,151675,SEDR,4,8,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151675,151675,SEDR,4.5,9,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151675,151675,SEDR,5,10,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151676,151676,GraphST,1,2,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151676,151676,GraphST,1.5,3,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151676,151676,GraphST,2,4,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151676,151676,GraphST,2.5,5,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151676,151676,GraphST,3,6,52000,0.016250000000000001,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151676,151676,GraphST,3.5,7,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151676,151676,GraphST,4,8,704000,0.22,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151676,151676,GraphST,4.5,9,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151676,151676,GraphST,5,10,2444000,0.76375000000000004,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151676,151676,STAGATE,1,2,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151676,151676,STAGATE,1.5,3,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151676,151676,STAGATE,2,4,20000,0.0062500000000000003,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151676,151676,STAGATE,2.5,5,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151676,151676,STAGATE,3,6,442400,0.13825000000000001,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151676,151676,STAGATE,3.5,7,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151676,151676,STAGATE,4,8,2143200,0.66974999999999996,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151676,151676,STAGATE,4.5,9,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151676,151676,STAGATE,5,10,594400,0.18575,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151676,151676,SpaGCN,1,2,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151676,151676,SpaGCN,1.5,3,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151676,151676,SpaGCN,2,4,1116000,0.34875,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
151676,151676,SpaGCN,2.5,5,0,0,3200000,average midrank for exact ties,exact empirical combinations; not independent experiments
