section,section_display,method,seed_r,seed_s,pairwise_partition_ari,top50_marker_jaccard,marker_rank_spearman
151507,151507,STAGATE,3,5,0.85650599999999999,0.92307691999999997,0.96927441999999997
151507,151507,STAGATE,3,6,0.85926698999999995,0.88679244999999995,0.97304676999999995
151507,151507,STAGATE,3,9,0.83045722,0.92307691999999997,0.96381877000000005
151507,151507,STAGATE,3,12,0.80686963,0.88679244999999995,0.96099354000000003
151507,151507,STAGATE,3,14,0.57064784999999996,0.81818181999999995,0.91279765000000002
151507,151507,STAGATE,3,15,0.83487544999999996,0.88679244999999995,0.95872946000000003
151507,151507,STAGATE,3,16,0.83694632999999996,0.92307691999999997,0.96493629999999997
151507,151507,STAGATE,3,17,0.83960429999999997,0.88679244999999995,0.96570336000000001
151507,151507,STAGATE,3,19,0.82474119999999995,0.92307691999999997,0.95010903000000002
151507,151507,STAGATE,4,5,0.52611653999999997,0.85185184999999997,0.93004728000000003
151507,151507,STAGATE,4,9,0.53678833000000004,0.85185184999999997,0.93726021000000004
151507,151507,STAGATE,4,14,0.32370797000000001,0.66666667000000002,0.88488926000000001
151507,151507,STAGATE,4,15,0.54409960000000002,0.88679244999999995,0.94317399999999996
151507,151507,STAGATE,4,16,0.52025405000000002,0.85185184999999997,0.92893035999999996
151507,151507,STAGATE,4,17,0.53886339000000005,0.88679244999999995,0.93999162000000003
151507,151507,STAGATE,5,6,0.83911910999999995,0.92307691999999997,0.96648204000000004
151507,151507,STAGATE,5,9,0.83600549000000002,0.88679244999999995,0.96050095999999996
151507,151507,STAGATE,5,12,0.82757011000000003,0.85185184999999997,0.96882398999999997
151507,151507,STAGATE,5,14,0.58388390000000001,0.78571429000000004,0.91011547999999998
151507,151507,STAGATE,5,15,0.83394988000000003,0.92307691999999997,0.96153867000000004
151507,151507,STAGATE,5,16,0.86306875000000005,0.92307691999999997,0.97839732000000001
151507,151507,STAGATE,5,17,0.86030044999999999,0.88679244999999995,0.96995118999999996
151507,151507,STAGATE,5,19,0.82978415000000005,0.92307691999999997,0.95412936999999998
