section,method,seed,reference_ari,reference_nmi,n_spots,n_clusters,section_display,n_cells,n_genes
151510,SpaGCN,19,0.31043148,0.4516233028,4634.0,7,151510,,
151510,SpaGCN,20,0.3018102686,0.4483758362,4634.0,7,151510,,
151510,BANKSY,1,0.3322127771,0.5290927188,4634.0,7,151510,,
151510,BANKSY,2,0.3590352142,0.5214672229,4634.0,7,151510,,
151510,BANKSY,3,0.2877209571,0.4548055696,4634.0,7,151510,,
151510,BANKSY,4,0.3377977259,0.5365329055,4634.0,7,151510,,
151510,BANKSY,5,0.2808582479,0.4475420122,4634.0,7,151510,,
151510,BANKSY,6,0.352156316,0.513591643,4634.0,7,151510,,
151510,BANKSY,7,0.3314254077,0.5404804626,4634.0,7,151510,,
151510,BANKSY,8,0.3587193865,0.5199759806,4634.0,7,151510,,
151510,BANKSY,9,0.3528541493,0.4709448946,4634.0,7,151510,,
151510,BANKSY,10,0.2775809357,0.4434446775,4634.0,7,151510,,
151510,BANKSY,11,0.3541876352,0.4787293106,4634.0,7,151510,,
151510,BANKSY,12,0.338373363,0.5366321918,4634.0,7,151510,,
151510,BANKSY,13,0.3168228791,0.533527536,4634.0,7,151510,,
151510,BANKSY,14,0.3158026567,0.5323488392,4634.0,7,151510,,
151510,BANKSY,15,0.3611453984,0.5380861757,4634.0,7,151510,,
151510,BANKSY,16,0.3379498735,0.5365743317,4634.0,7,151510,,
151510,BANKSY,17,0.3726699119,0.5232098522,4634.0,7,151510,,
151510,BANKSY,18,0.2781503643,0.4226601805,4634.0,7,151510,,
151510,BANKSY,19,0.3370538328,0.5483483213,4634.0,7,151510,,
151510,BANKSY,20,0.3370795222,0.5283036616,4634.0,7,151510,,
151510,SEDR,1,0.4364867939439999,0.6161285191769998,4634.0,7,151510,4634.0,18466.0
151510,SEDR,2,0.4537036847659999,0.6195365403239999,4634.0,7,151510,4634.0,18466.0
151510,SEDR,3,0.5390616380789999,0.6482193849499999,4634.0,7,151510,4634.0,18466.0
151510,SEDR,4,0.4266515342419999,0.6376438246869999,4634.0,7,151510,4634.0,18466.0
151510,SEDR,5,0.5061218963229999,0.652206347751,4634.0,7,151510,4634.0,18466.0
151510,SEDR,6,0.4372670749009999,0.6013980266139999,4634.0,7,151510,4634.0,18466.0
151510,SEDR,7,0.4890836363389999,0.6509307728069998,4634.0,7,151510,4634.0,18466.0
151510,SEDR,8,0.465700391995,0.624129644356,4634.0,7,151510,4634.0,18466.0
151510,SEDR,9,0.4689604281409999,0.631643367934,4634.0,7,151510,4634.0,18466.0
151510,SEDR,10,0.420671676411,0.588752945368,4634.0,7,151510,4634.0,18466.0
151510,SEDR,11,0.4754990453419999,0.647787372341,4634.0,7,151510,4634.0,18466.0
151510,SEDR,12,0.4516882317179999,0.63771091141,4634.0,7,151510,4634.0,18466.0
151510,SEDR,13,0.511417514059,0.636027755054,4634.0,7,151510,4634.0,18466.0
151510,SEDR,14,0.401726744046,0.6098129999639998,4634.0,7,151510,4634.0,18466.0
151510,SEDR,15,0.51766876521,0.6600554233509999,4634.0,7,151510,4634.0,18466.0
151510,SEDR,16,0.39380100076,0.5948712648339999,4634.0,7,151510,4634.0,18466.0
151510,SEDR,17,0.512988680207,0.653522950507,4634.0,7,151510,4634.0,18466.0
151510,SEDR,18,0.503225137978,0.6493639904929999,4634.0,7,151510,4634.0,18466.0
151510,SEDR,19,0.526563510209,0.6470652252259999,4634.0,7,151510,4634.0,18466.0
151510,SEDR,20,0.430656616624,0.5969109334,4634.0,7,151510,4634.0,18466.0
151669,GraphST,1,0.2798841753,0.3476735568,3661.0,7,151669,,
151669,GraphST,2,0.1850320678,0.3308241829,3661.0,7,151669,,
151669,GraphST,3,0.1735567707,0.3234439698,3661.0,7,151669,,
151669,GraphST,4,0.2377659387,0.3523999722,3661.0,7,151669,,
151669,GraphST,5,0.139318103,0.3304205678,3661.0,7,151669,,
151669,GraphST,6,0.2256797719,0.3742464159,3661.0,7,151669,,
151669,GraphST,7,0.1738749821,0.3280974475,3661.0,7,151669,,
151669,GraphST,8,0.2780065035,0.3527255437,3661.0,7,151669,,
151669,GraphST,9,0.2667890836,0.3595106245,3661.0,7,151669,,
151669,GraphST,10,0.3005136928,0.3619402365,3661.0,7,151669,,
151669,GraphST,11,0.2765459846,0.3765584586,3661.0,7,151669,,
151669,GraphST,12,0.2338469688,0.3592600017,3661.0,7,151669,,
151669,GraphST,13,0.1607801953,0.3243639914,3661.0,7,151669,,
151669,GraphST,14,0.2631899258,0.3710219511,3661.0,7,151669,,
151669,GraphST,15,0.2212652619,0.3761770992,3661.0,7,151669,,
151669,GraphST,16,0.2273600492,0.3679786622,3661.0,7,151669,,
151669,GraphST,17,0.1610595591,0.3302357373,3661.0,7,151669,,
151669,GraphST,18,0.267489048,0.3778893007,3661.0,7,151669,,
151669,GraphST,19,0.2545007443,0.3433407225,3661.0,7,151669,,
151669,GraphST,20,0.2446927792,0.3522796186,3661.0,7,151669,,
151669,STAGATE,1,0.2718653654,0.466257338,3661.0,7,151669,,
151669,STAGATE,2,0.2957617334,0.4789179438,3661.0,7,151669,,
151669,STAGATE,3,0.2666152725,0.4597492228,3661.0,7,151669,,
151669,STAGATE,4,0.260117496,0.4888170992,3661.0,7,151669,,
151669,STAGATE,5,0.241837072,0.4473488032,3661.0,7,151669,,
151669,STAGATE,6,0.2374760442,0.4738632319,3661.0,7,151669,,
151669,STAGATE,7,0.2565523673,0.4767386958,3661.0,7,151669,,
151669,STAGATE,8,0.2636520936,0.4854141848,3661.0,7,151669,,
151669,STAGATE,9,0.2523012554,0.4797021498,3661.0,7,151669,,
151669,STAGATE,10,0.2472190475,0.4401806996,3661.0,7,151669,,
151669,STAGATE,11,0.2496211416,0.4603979421,3661.0,7,151669,,
151669,STAGATE,12,0.2365132488,0.4538665572,3661.0,7,151669,,
151669,STAGATE,13,0.2434361097,0.4559233098,3661.0,7,151669,,
151669,STAGATE,14,0.2187226719,0.4404405166,3661.0,7,151669,,
151669,STAGATE,15,0.2456800433,0.4652290741,3661.0,7,151669,,
151669,STAGATE,16,0.2465032659,0.4646532365,3661.0,7,151669,,
151669,STAGATE,17,0.2400656106,0.446586514,3661.0,7,151669,,
151669,STAGATE,18,0.2442967439,0.4680023123,3661.0,7,151669,,
151669,STAGATE,19,0.2554003988,0.4578800312,3661.0,7,151669,,
151669,STAGATE,20,0.2560481583,0.4555735773,3661.0,7,151669,,
151669,SpaGCN,1,0.2050286039,0.4203936332,3661.0,7,151669,,
151669,SpaGCN,2,0.1824219827,0.3765019009,3661.0,7,151669,,
151669,SpaGCN,3,0.1226986544,0.2889880137,3661.0,7,151669,,
151669,SpaGCN,4,0.2004535151,0.3450635406,3661.0,7,151669,,
151669,SpaGCN,5,0.1522442083,0.3403123742,3661.0,7,151669,,
151669,SpaGCN,6,0.2139027467,0.4077135822,3661.0,7,151669,,
151669,SpaGCN,7,0.1891031872,0.4131798412,3661.0,7,151669,,
151669,SpaGCN,8,0.2230755673,0.4426152984,3661.0,7,151669,,
151669,SpaGCN,9,0.2279551285,0.4395470623,3661.0,7,151669,,
151669,SpaGCN,10,0.1655954856,0.3125549133,3661.0,7,151669,,
151669,SpaGCN,11,0.2056481065,0.4175816778,3661.0,7,151669,,
151669,SpaGCN,12,0.2405296267,0.4661828216,3661.0,7,151669,,
151669,SpaGCN,13,0.1339803123,0.303855396,3661.0,7,151669,,
151669,SpaGCN,14,0.1989989866,0.3773628916,3661.0,7,151669,,
151669,SpaGCN,15,0.1698160683,0.3840697183,3661.0,7,151669,,
151669,SpaGCN,16,0.217041253,0.3807486886,3661.0,7,151669,,
151669,SpaGCN,17,0.1821146879,0.3571373327,3661.0,7,151669,,
151669,SpaGCN,18,0.2387635193,0.4656791766,3661.0,7,151669,,
151669,SpaGCN,19,0.2060249151,0.3811220636,3661.0,7,151669,,
151669,SpaGCN,20,0.1806268824,0.3864559894,3661.0,7,151669,,
151669,BANKSY,1,0.2556902742,0.4770447304,3661.0,7,151669,,
151669,BANKSY,2,0.2969505386,0.5246649868,3661.0,7,151669,,
151669,BANKSY,3,0.2969505386,0.5246649868,3661.0,7,151669,,
151669,BANKSY,4,0.2926891873,0.5210349004,3661.0,7,151669,,
151669,BANKSY,5,0.2996185448,0.5299262723,3661.0,7,151669,,
151669,BANKSY,6,0.2914341811,0.5199563327,3661.0,7,151669,,
151669,BANKSY,7,0.3076992866,0.5282765054,3661.0,7,151669,,
151669,BANKSY,8,0.2914527304,0.5197094828,3661.0,7,151669,,
151669,BANKSY,9,0.2918394024,0.5206757502,3661.0,7,151669,,
151669,BANKSY,10,0.2914687168,0.5200144394,3661.0,7,151669,,
151669,BANKSY,11,0.2914341811,0.5199563327,3661.0,7,151669,,
151669,BANKSY,12,0.2918394024,0.5206757502,3661.0,7,151669,,
151669,BANKSY,13,0.2920828548,0.5200800279,3661.0,7,151669,,
151669,BANKSY,14,0.2914341811,0.5199563327,3661.0,7,151669,,
151669,BANKSY,15,0.2914341811,0.5199563327,3661.0,7,151669,,
151669,BANKSY,16,0.2966254526,0.5249584296,3661.0,7,151669,,
151669,BANKSY,17,0.2916396507,0.5199977577,3661.0,7,151669,,
151669,BANKSY,18,0.2912673819,0.5197792449,3661.0,7,151669,,
151669,BANKSY,19,0.2918394024,0.5206757502,3661.0,7,151669,,
151669,BANKSY,20,0.2918394024,0.5206757502,3661.0,7,151669,,
151669,SEDR,1,0.504504521717,0.6301966768569999,3661.0,7,151669,3661.0,18583.0
151669,SEDR,2,0.3146559629699999,0.573067566615,3661.0,7,151669,3661.0,18583.0
151669,SEDR,3,0.3053586961829999,0.568282162854,3661.0,7,151669,3661.0,18583.0
151669,SEDR,4,0.361792459218,0.579475344787,3661.0,7,151669,3661.0,18583.0
151669,SEDR,5,0.6192949053449999,0.672375628062,3661.0,7,151669,3661.0,18583.0
151669,SEDR,6,0.368542104154,0.58374250388,3661.0,7,151669,3661.0,18583.0
151669,SEDR,7,0.3611203590009999,0.608307978395,3661.0,7,151669,3661.0,18583.0
151669,SEDR,8,0.4416278143799999,0.642085607146,3661.0,7,151669,3661.0,18583.0
151669,SEDR,9,0.3663953553839999,0.5948958411929999,3661.0,7,151669,3661.0,18583.0
151669,SEDR,10,0.362054307778,0.587402985059,3661.0,7,151669,3661.0,18583.0
151669,SEDR,11,0.367894896768,0.575993866703,3661.0,7,151669,3661.0,18583.0
151669,SEDR,12,0.423918292646,0.6390447201769999,3661.0,7,151669,3661.0,18583.0
151669,SEDR,13,0.418094683146,0.626543131803,3661.0,7,151669,3661.0,18583.0
151669,SEDR,14,0.3892690061019999,0.593662559182,3661.0,7,151669,3661.0,18583.0
151669,SEDR,15,0.400998137314,0.5936217016639999,3661.0,7,151669,3661.0,18583.0
151669,SEDR,16,0.398361291793,0.6146008501159999,3661.0,7,151669,3661.0,18583.0
151669,SEDR,17,0.412028310442,0.6229077892459999,3661.0,7,151669,3661.0,18583.0
151669,SEDR,18,0.402700792006,0.62691636137,3661.0,7,151669,3661.0,18583.0
151669,SEDR,19,0.365950558688,0.590917287607,3661.0,7,151669,3661.0,18583.0
151669,SEDR,20,0.396359853207,0.605559828563,3661.0,7,151669,3661.0,18583.0
151670,GraphST,1,0.2029149576,0.3718118906,3498.0,7,151670,,
151670,GraphST,2,0.1904695354,0.3402299715,3498.0,7,151670,,
151670,GraphST,3,0.2540149054,0.3285143762,3498.0,7,151670,,
151670,GraphST,4,0.2563461465,0.354607171,3498.0,7,151670,,
151670,GraphST,5,0.2184385101,0.3318637676,3498.0,7,151670,,
151670,GraphST,6,0.2640783683,0.3680472532,3498.0,7,151670,,
151670,GraphST,7,0.2477195592,0.3757702579,3498.0,7,151670,,
151670,GraphST,8,0.2126563278,0.3332072924,3498.0,7,151670,,
151670,GraphST,9,0.2059347605,0.3100513328,3498.0,7,151670,,
151670,GraphST,10,0.1658064771,0.3458576997,3498.0,7,151670,,
151670,GraphST,11,0.2706940766,0.3317137951,3498.0,7,151670,,
151670,GraphST,12,0.21841206,0.3350714768,3498.0,7,151670,,
151670,GraphST,13,0.2194699243,0.3349844313,3498.0,7,151670,,
151670,GraphST,14,0.2219840096,0.3536878705,3498.0,7,151670,,
151670,GraphST,15,0.2379221239,0.3601647583,3498.0,7,151670,,
151670,GraphST,16,0.2814442894,0.3518918382,3498.0,7,151670,,
151670,GraphST,17,0.3745605584,0.3678493935,3498.0,7,151670,,
151670,GraphST,18,0.2092871685,0.351013976,3498.0,7,151670,,
151670,GraphST,19,0.2694718581,0.343154958,3498.0,7,151670,,
151670,GraphST,20,0.2012019499,0.3155603229,3498.0,7,151670,,
151670,STAGATE,1,0.2296994443,0.445381147,3498.0,7,151670,,
151670,STAGATE,2,0.115353701,0.3834681083,3498.0,7,151670,,
151670,STAGATE,3,0.352359398,0.4674695869,3498.0,7,151670,,
151670,STAGATE,4,0.210022594,0.4209324818,3498.0,7,151670,,
151670,STAGATE,5,0.2654101018,0.4415065254,3498.0,7,151670,,
151670,STAGATE,6,0.2068387864,0.4407401842,3498.0,7,151670,,
151670,STAGATE,7,0.1982552476,0.407040439,3498.0,7,151670,,
151670,STAGATE,8,0.3288369724,0.4452282621,3498.0,7,151670,,
151670,STAGATE,9,0.1412053517,0.4092158281,3498.0,7,151670,,
151670,STAGATE,10,0.2071920382,0.4292023934,3498.0,7,151670,,
151670,STAGATE,11,0.1682222972,0.4256562018,3498.0,7,151670,,
151670,STAGATE,12,0.3181191553,0.4610700541,3498.0,7,151670,,
151670,STAGATE,13,0.265032224,0.4530164562,3498.0,7,151670,,
151670,STAGATE,14,0.1567882371,0.4204479108,3498.0,7,151670,,
151670,STAGATE,15,0.2454660025,0.4350346889,3498.0,7,151670,,
151670,STAGATE,16,0.1940727345,0.4147594908,3498.0,7,151670,,
151670,STAGATE,17,0.1920958127,0.436279242,3498.0,7,151670,,
151670,STAGATE,18,0.1347349131,0.4006967171,3498.0,7,151670,,
151670,STAGATE,19,0.2401505094,0.4499475346,3498.0,7,151670,,
151670,STAGATE,20,0.1654381146,0.4335377433,3498.0,7,151670,,
151670,SpaGCN,1,0.1351996014,0.2832629541,3498.0,7,151670,,
151670,SpaGCN,2,0.2365262758,0.4073721941,3498.0,7,151670,,
151670,SpaGCN,3,0.1903246572,0.3332954653,3498.0,6,151670,,
151670,SpaGCN,4,0.1272609528,0.2546870812,3498.0,7,151670,,
151670,SpaGCN,5,0.2085841335,0.3445118057,3498.0,7,151670,,
151670,SpaGCN,6,0.1682911118,0.332895391,3498.0,7,151670,,
151670,SpaGCN,7,0.1456609556,0.3310988726,3498.0,7,151670,,
151670,SpaGCN,8,0.1399692663,0.2915299222,3498.0,7,151670,,
151670,SpaGCN,9,0.1295560505,0.267342597,3498.0,7,151670,,
151670,SpaGCN,10,0.1581107006,0.2994194984,3498.0,7,151670,,
151670,SpaGCN,11,0.2058100158,0.4028204073,3498.0,7,151670,,
151670,SpaGCN,12,0.1691705208,0.3713911118,3498.0,7,151670,,
151670,SpaGCN,13,0.1534882837,0.3198200315,3498.0,7,151670,,
151670,SpaGCN,14,0.1827316942,0.3427180365,3498.0,7,151670,,
151670,SpaGCN,15,0.1525075903,0.3497714938,3498.0,7,151670,,
151670,SpaGCN,16,0.1660828781,0.3443712636,3498.0,7,151670,,
151670,SpaGCN,17,0.1581381835,0.3102883426,3498.0,7,151670,,
151670,SpaGCN,18,0.1383654867,0.3730566113,3498.0,7,151670,,
151670,SpaGCN,19,0.1752689493,0.3635892946,3498.0,7,151670,,
151670,SpaGCN,20,0.1617861789,0.3142455255,3498.0,7,151670,,
151670,BANKSY,1,0.2093976762,0.4395195596,3498.0,7,151670,,
151670,BANKSY,2,0.6745597221,0.612690155,3498.0,7,151670,,
151670,BANKSY,3,0.6527199873,0.6013569356,3498.0,7,151670,,
151670,BANKSY,4,0.2533441967,0.4779781285,3498.0,7,151670,,
151670,BANKSY,5,0.4154807082,0.5643629005,3498.0,7,151670,,
151670,BANKSY,6,0.4350262525,0.5509308873,3498.0,7,151670,,
151670,BANKSY,7,0.4206150955,0.4695082881,3498.0,7,151670,,
151670,BANKSY,8,0.3085043587,0.4908311362,3498.0,7,151670,,
151670,BANKSY,9,0.4881398776,0.5492774891,3498.0,7,151670,,
151670,BANKSY,10,0.2484749177,0.470529669,3498.0,7,151670,,
151670,BANKSY,11,0.3823882923,0.5497756873,3498.0,7,151670,,
151670,BANKSY,12,0.4342302983,0.5489826308,3498.0,7,151670,,
151670,BANKSY,13,0.2803535263,0.4811384439,3498.0,7,151670,,
151670,BANKSY,14,0.2489353725,0.4762144429,3498.0,7,151670,,
151670,BANKSY,15,0.2226896022,0.4473099536,3498.0,7,151670,,
151670,BANKSY,16,0.2487059887,0.4756118395,3498.0,7,151670,,
151670,BANKSY,17,0.4378239336,0.5514497191,3498.0,7,151670,,
151670,BANKSY,18,0.3823882923,0.5497756873,3498.0,7,151670,,
151670,BANKSY,19,0.2822658872,0.4794678262,3498.0,7,151670,,
151670,BANKSY,20,0.3150337354,0.4792732819,3498.0,7,151670,,
151670,SEDR,1,0.325436193383,0.5401097456569999,3498.0,7,151670,3498.0,18332.0
151670,SEDR,2,0.256421579544,0.4983083029329999,3498.0,7,151670,3498.0,18332.0
151670,SEDR,3,0.348360683497,0.5242865335959999,3498.0,7,151670,3498.0,18332.0
151670,SEDR,4,0.241976544965,0.4645492772559999,3498.0,7,151670,3498.0,18332.0
151670,SEDR,5,0.3183681364409999,0.5044717076129999,3498.0,7,151670,3498.0,18332.0
151670,SEDR,6,0.388944931626,0.548075535793,3498.0,7,151670,3498.0,18332.0
151670,SEDR,7,0.258454264689,0.4914154124849999,3498.0,7,151670,3498.0,18332.0
151670,SEDR,8,0.3198610004079999,0.527915173214,3498.0,7,151670,3498.0,18332.0
151670,SEDR,9,0.3160110082939999,0.5110042843809999,3498.0,7,151670,3498.0,18332.0
151670,SEDR,10,0.288212912817,0.521162577175,3498.0,7,151670,3498.0,18332.0
151670,SEDR,11,0.2804406087449999,0.47985236104,3498.0,7,151670,3498.0,18332.0
151670,SEDR,12,0.329736010936,0.500730395197,3498.0,7,151670,3498.0,18332.0
151670,SEDR,13,0.2981847534739999,0.508569329137,3498.0,7,151670,3498.0,18332.0
151670,SEDR,14,0.3135433891,0.521395169973,3498.0,7,151670,3498.0,18332.0
151670,SEDR,15,0.2734043830099999,0.509203190621,3498.0,7,151670,3498.0,18332.0
151670,SEDR,16,0.3843087297819999,0.579659660764,3498.0,7,151670,3498.0,18332.0
151670,SEDR,17,0.321435295806,0.552357647166,3498.0,7,151670,3498.0,18332.0
151670,SEDR,18,0.401382442369,0.572592462184,3498.0,7,151670,3498.0,18332.0
151670,SEDR,19,0.312743967582,0.5060680049629999,3498.0,7,151670,3498.0,18332.0
151670,SEDR,20,0.249767930362,0.498951049498,3498.0,7,151670,3498.0,18332.0
151671,GraphST,1,0.2978206384,0.4079859928,4110.0,7,151671,,
151671,GraphST,2,0.3061355225,0.4117776121,4110.0,7,151671,,
151671,GraphST,3,0.3323913267,0.4029045319,4110.0,7,151671,,
151671,GraphST,4,0.3061337433,0.4150465054,4110.0,7,151671,,
151671,GraphST,5,0.3171926609,0.417038286,4110.0,7,151671,,
151671,GraphST,6,0.3029430264,0.4155544653,4110.0,7,151671,,
151671,GraphST,7,0.2907339964,0.409339298,4110.0,7,151671,,
151671,GraphST,8,0.3244858153,0.4319552152,4110.0,7,151671,,
151671,GraphST,9,0.3327844919,0.4030676663,4110.0,7,151671,,
151671,GraphST,10,0.2812596264,0.4081469365,4110.0,7,151671,,
151671,GraphST,11,0.2400221114,0.395524127,4110.0,7,151671,,
151671,GraphST,12,0.302247797,0.4023734692,4110.0,7,151671,,
151671,GraphST,13,0.2887952945,0.3977563571,4110.0,7,151671,,
151671,GraphST,14,0.3221946893,0.4314324901,4110.0,7,151671,,
151671,GraphST,15,0.3196055169,0.4147423967,4110.0,7,151671,,
151671,GraphST,16,0.3257444363,0.4259627644,4110.0,7,151671,,
151671,GraphST,17,0.2732651554,0.4113350177,4110.0,7,151671,,
151671,GraphST,18,0.2495461161,0.4003215203,4110.0,7,151671,,
151671,GraphST,19,0.2583964364,0.4048790152,4110.0,7,151671,,
151671,GraphST,20,0.2473001927,0.4093293878,4110.0,7,151671,,
151671,STAGATE,1,0.3794101238,0.5235766008,4110.0,7,151671,,
151671,STAGATE,2,0.3645939089,0.5074770002,4110.0,7,151671,,
151671,STAGATE,3,0.3884047868,0.4787544035,4110.0,7,151671,,
151671,STAGATE,4,0.368509307,0.5099384751,4110.0,7,151671,,
151671,STAGATE,5,0.3191360923,0.4964718481,4110.0,7,151671,,
151671,STAGATE,6,0.3091781998,0.4701242892,4110.0,7,151671,,
151671,STAGATE,7,0.342713322,0.5106080764,4110.0,7,151671,,
151671,STAGATE,8,0.3463643634,0.5020389457,4110.0,7,151671,,
151671,STAGATE,9,0.3059040527,0.4865049622,4110.0,7,151671,,
151671,STAGATE,10,0.3343167269,0.4904059013,4110.0,7,151671,,
151671,STAGATE,11,0.3530454605,0.4884658524,4110.0,7,151671,,
151671,STAGATE,12,0.3390690488,0.4991349971,4110.0,7,151671,,
151671,STAGATE,13,0.3563344578,0.5029965289,4110.0,7,151671,,
151671,STAGATE,14,0.3924300446,0.483507097,4110.0,7,151671,,
151671,STAGATE,15,0.3357082155,0.4938220987,4110.0,7,151671,,
151671,STAGATE,16,0.3236194737,0.4958450441,4110.0,7,151671,,
151671,STAGATE,17,0.3795342077,0.5113251042,4110.0,7,151671,,
151671,STAGATE,18,0.3335209093,0.4818115275,4110.0,7,151671,,
151671,STAGATE,19,0.3795290295,0.4785901135,4110.0,7,151671,,
151671,STAGATE,20,0.379529541,0.517955089,4110.0,7,151671,,
151671,SpaGCN,1,0.2411672804,0.3866826444,4110.0,7,151671,,
151671,SpaGCN,2,0.2800024137,0.4228640673,4110.0,7,151671,,
151671,SpaGCN,3,0.2399759945,0.3838829688,4110.0,7,151671,,
151671,SpaGCN,4,0.2242617762,0.3441096177,4110.0,7,151671,,
151671,SpaGCN,5,0.1900747368,0.3179810489,4110.0,7,151671,,
151671,SpaGCN,6,0.2264171902,0.3566827714,4110.0,7,151671,,
151671,SpaGCN,7,0.2516697519,0.3606682386,4110.0,7,151671,,
151671,SpaGCN,8,0.2395075077,0.3742112868,4110.0,7,151671,,
151671,SpaGCN,9,0.2318690665,0.3734630352,4110.0,7,151671,,
151671,SpaGCN,10,0.2722245027,0.420979777,4110.0,7,151671,,
151671,SpaGCN,11,0.242331449,0.3700032112,4110.0,7,151671,,
151671,SpaGCN,12,0.3249746284,0.4639676795,4110.0,7,151671,,
151671,SpaGCN,13,0.2553076351,0.3958936844,4110.0,7,151671,,
151671,SpaGCN,14,0.2073623189,0.3396581695,4110.0,7,151671,,
151671,SpaGCN,15,0.3307880704,0.4903526168,4110.0,7,151671,,
151671,SpaGCN,16,0.2412317802,0.3826968691,4110.0,7,151671,,
151671,SpaGCN,17,0.2825003683,0.4324832978,4110.0,7,151671,,
151671,SpaGCN,18,0.2551521029,0.3893090786,4110.0,7,151671,,
151671,SpaGCN,19,0.2648898026,0.3975263177,4110.0,7,151671,,
151671,SpaGCN,20,0.2373415052,0.3817496247,4110.0,7,151671,,
151671,BANKSY,1,0.4196003078,0.5419111493,4110.0,7,151671,,
151671,BANKSY,2,0.4184808978,0.5433873544,4110.0,7,151671,,
151671,BANKSY,3,0.4135282593,0.5394269215,4110.0,7,151671,,
151671,BANKSY,4,0.4260928007,0.541812514,4110.0,7,151671,,
151671,BANKSY,5,0.4239168415,0.5316245847,4110.0,7,151671,,
151671,BANKSY,6,0.4151930008,0.5411248445,4110.0,7,151671,,
151671,BANKSY,7,0.4120491809,0.5384339622,4110.0,7,151671,,
151671,BANKSY,8,0.4074872163,0.5307375665,4110.0,7,151671,,
151671,BANKSY,9,0.3578305201,0.5068970671,4110.0,7,151671,,
151671,BANKSY,10,0.400627486,0.5070058158,4110.0,7,151671,,
151671,BANKSY,11,0.4213298959,0.5294342068,4110.0,7,151671,,
151671,BANKSY,12,0.412984125,0.5387702928,4110.0,7,151671,,
151671,BANKSY,13,0.4192090418,0.5418802145,4110.0,7,151671,,
151671,BANKSY,14,0.4219680991,0.5299529272,4110.0,7,151671,,
151671,BANKSY,15,0.362088094,0.5245955429,4110.0,7,151671,,
151671,BANKSY,16,0.4156096529,0.5053666629,4110.0,7,151671,,
151671,BANKSY,17,0.4164362054,0.5378628775,4110.0,7,151671,,
151671,BANKSY,18,0.382431105,0.4943503493,4110.0,7,151671,,
151671,BANKSY,19,0.4203777707,0.5287258461,4110.0,7,151671,,
151671,BANKSY,20,0.4273852203,0.5354011977,4110.0,7,151671,,
151671,SEDR,1,0.5841146153599999,0.689499061325,4110.0,7,151671,4110.0,19041.0
151671,SEDR,2,0.5262886655759998,0.668761546733,4110.0,7,151671,4110.0,19041.0
151671,SEDR,3,0.526249814305,0.669743003381,4110.0,7,151671,4110.0,19041.0
151671,SEDR,4,0.5903484423789999,0.6927088525979999,4110.0,7,151671,4110.0,19041.0
151671,SEDR,5,0.579671067486,0.6939603159389999,4110.0,7,151671,4110.0,19041.0
151671,SEDR,6,0.4889005855799999,0.647173168927,4110.0,7,151671,4110.0,19041.0
151671,SEDR,7,0.448384354948,0.646172553735,4110.0,7,151671,4110.0,19041.0
151671,SEDR,8,0.605693411219,0.679538584637,4110.0,7,151671,4110.0,19041.0
151671,SEDR,9,0.583641763077,0.6683716305779999,4110.0,7,151671,4110.0,19041.0
151671,SEDR,10,0.4466312568449999,0.6527969936949999,4110.0,7,151671,4110.0,19041.0
151671,SEDR,11,0.4543249345579999,0.663684000633,4110.0,7,151671,4110.0,19041.0
151671,SEDR,12,0.4305107684319999,0.594069949119,4110.0,7,151671,4110.0,19041.0
151671,SEDR,13,0.458205909078,0.647063711522,4110.0,7,151671,4110.0,19041.0
151671,SEDR,14,0.526612958734,0.668252706148,4110.0,7,151671,4110.0,19041.0
151671,SEDR,15,0.4697944262339999,0.646900364778,4110.0,7,151671,4110.0,19041.0
151671,SEDR,16,0.597254343979,0.666497377496,4110.0,7,151671,4110.0,19041.0
151671,SEDR,17,0.47585748885,0.659907766335,4110.0,7,151671,4110.0,19041.0
151671,SEDR,18,0.47446201962,0.6553519345239999,4110.0,7,151671,4110.0,19041.0
151671,SEDR,19,0.4341843964409999,0.641218606385,4110.0,7,151671,4110.0,19041.0
151671,SEDR,20,0.4580093427149999,0.6476405191399999,4110.0,7,151671,4110.0,19041.0
151672,GraphST,1,0.3426393915,0.3806155382,4015.0,7,151672,,
151672,GraphST,2,0.2664036149,0.3580175468,4015.0,7,151672,,
151672,GraphST,3,0.3399078474,0.4121487277,4015.0,7,151672,,
151672,GraphST,4,0.3363316962,0.3840103112,4015.0,7,151672,,
151672,GraphST,5,0.2923222597,0.3582589134,4015.0,7,151672,,
151672,GraphST,6,0.3195016537,0.3662091082,4015.0,7,151672,,
151672,GraphST,7,0.3607505427,0.4078685572,4015.0,7,151672,,
151672,GraphST,8,0.3202019189,0.3647225333,4015.0,7,151672,,
151672,GraphST,9,0.3327408455,0.3665844902,4015.0,7,151672,,
151672,GraphST,10,0.2944220819,0.3620455793,4015.0,7,151672,,
151672,GraphST,11,0.299155775,0.3400303275,4015.0,7,151672,,
151672,GraphST,12,0.3431451403,0.3936673336,4015.0,7,151672,,
151672,GraphST,13,0.3434005039,0.376004164,4015.0,7,151672,,
151672,GraphST,14,0.3021837405,0.3607831863,4015.0,7,151672,,
151672,GraphST,15,0.3197547416,0.3711914164,4015.0,7,151672,,
151672,GraphST,16,0.2049429524,0.343561718,4015.0,7,151672,,
151672,GraphST,17,0.3204357609,0.3663407387,4015.0,7,151672,,
151672,GraphST,18,0.3259699623,0.3788598048,4015.0,7,151672,,
