section,section_display,method,seed_r,seed_s,abs_reference_ari_difference,pairwise_partition_ari,top100_marker_jaccard
151507,151507,STAGATE,1,5,0.00987327,0.82985222999999997,0.88679244999999995
151507,151507,STAGATE,1,6,0.00142274,0.84754183000000005,0.88679244999999995
151507,151507,STAGATE,1,9,0.0083480099999999995,0.82345162999999999,0.88679244999999995
151507,151507,STAGATE,1,12,0.0011910099999999999,0.82642722999999996,0.86915887999999997
151507,151507,STAGATE,1,13,0.01684401,0.81237826999999996,0.90476190000000001
151507,151507,STAGATE,1,14,0.0064582199999999998,0.56066357,0.69491524999999998
151507,151507,STAGATE,1,15,0.01374914,0.83906236999999995,0.88679244999999995
151507,151507,STAGATE,1,16,0.0068055600000000004,0.83176503000000002,0.92307691999999997
151507,151507,STAGATE,1,17,0.0087985700000000003,0.84860426,0.90476190000000001
151507,151507,STAGATE,1,19,0.0012128099999999999,0.83009648000000003,0.90476190000000001
151507,151507,STAGATE,2,3,0.0096916999999999993,0.56616884999999995,0.75438596000000002
151507,151507,STAGATE,2,4,0.013264939999999999,0.32214714999999999,0.76991149999999997
151507,151507,STAGATE,2,5,0.00309428,0.57333604000000005,0.76991149999999997
151507,151507,STAGATE,2,6,0.01439029,0.55741845000000001,0.78571429000000004
151507,151507,STAGATE,2,9,0.0046195400000000001,0.56427037000000002,0.78571429000000004
151507,151507,STAGATE,2,12,0.014158560000000001,0.55182560999999997,0.76991149999999997
151507,151507,STAGATE,2,14,0.0065093199999999999,0.88651526000000003,0.86915887999999997
151507,151507,STAGATE,2,15,0.00078158999999999998,0.55908376000000004,0.78571429000000004
151507,151507,STAGATE,2,16,0.0061619800000000001,0.57597282999999999,0.78571429000000004
151507,151507,STAGATE,2,17,0.0041689800000000001,0.56599975000000002,0.76991149999999997
151507,151507,STAGATE,2,19,0.01175473,0.56504178000000005,0.80180180000000001
151507,151507,STAGATE,3,5,0.0065974299999999996,0.85650599999999999,0.88679244999999995
151507,151507,STAGATE,3,6,0.0046985799999999999,0.85926698999999995,0.90476190000000001
151507,151507,STAGATE,3,9,0.00507217,0.83045722,0.88679244999999995
151507,151507,STAGATE,3,12,0.0044668499999999996,0.80686963,0.86915887999999997
151507,151507,STAGATE,3,14,0.0031823799999999998,0.57064784999999996,0.69491524999999998
151507,151507,STAGATE,3,15,0.01047329,0.83487544999999996,0.88679244999999995
151507,151507,STAGATE,3,16,0.0035297200000000001,0.83694632999999996,0.92307691999999997
151507,151507,STAGATE,3,17,0.00552273,0.83960429999999997,0.86915887999999997
151507,151507,STAGATE,3,19,0.00206303,0.82474119999999995,0.86915887999999997
151507,151507,STAGATE,4,5,0.016359220000000001,0.52611653999999997,0.78571429000000004
151507,151507,STAGATE,4,9,0.017884480000000001,0.53678833000000004,0.86915887999999997
151507,151507,STAGATE,4,14,0.019774259999999998,0.32370797000000001,0.70940170999999996
151507,151507,STAGATE,4,15,0.012483350000000001,0.54409960000000002,0.86915887999999997
151507,151507,STAGATE,4,16,0.01942692,0.52025405000000002,0.80180180000000001
151507,151507,STAGATE,4,17,0.017433919999999999,0.53886339000000005,0.85185184999999997
151507,151507,STAGATE,5,6,0.01129601,0.83911910999999995,0.88679244999999995
151507,151507,STAGATE,5,9,0.0015252600000000001,0.83600549000000002,0.86915887999999997
151507,151507,STAGATE,5,12,0.011064279999999999,0.82757011000000003,0.86915887999999997
151507,151507,STAGATE,5,14,0.0034150500000000002,0.58388390000000001,0.73913043
151507,151507,STAGATE,5,15,0.00387587,0.83394988000000003,0.88679244999999995
151507,151507,STAGATE,5,16,0.00306771,0.86306875000000005,0.88679244999999995
151507,151507,STAGATE,5,17,0.0010747,0.86030044999999999,0.88679244999999995
151507,151507,STAGATE,5,19,0.00866046,0.82978415000000005,0.86915887999999997
151507,151507,STAGATE,6,9,0.0097707499999999999,0.84399760999999995,0.90476190000000001
151507,151507,STAGATE,6,12,0.00023173000000000001,0.83504405999999998,0.88679244999999995
151507,151507,STAGATE,6,13,0.015421270000000001,0.83152890999999995,0.88679244999999995
151507,151507,STAGATE,6,14,0.0078809599999999994,0.56341196000000004,0.75438596000000002
151507,151507,STAGATE,6,15,0.01517188,0.84286004999999997,0.88679244999999995
151507,151507,STAGATE,6,16,0.0082282999999999992,0.84494866000000002,0.92307691999999997
151507,151507,STAGATE,6,17,0.010221310000000001,0.85990666000000004,0.86915887999999997
151507,151507,STAGATE,6,19,0.00263555,0.84319834999999999,0.90476190000000001
151507,151507,STAGATE,7,8,0.012269159999999999,0.60770044000000001,0.73913043
151507,151507,STAGATE,7,11,0.012131110000000001,0.58697328999999998,0.75438596000000002
151507,151507,STAGATE,8,10,0.016018999999999999,0.80719876999999995,0.86915887999999997
151507,151507,STAGATE,9,12,0.0095390200000000005,0.80886276000000001,0.90476190000000001
151507,151507,STAGATE,9,14,0.00188978,0.56276908999999997,0.70940170999999996
151507,151507,STAGATE,9,15,0.0054011299999999996,0.82350076999999999,0.90476190000000001
151507,151507,STAGATE,9,16,0.0015424499999999999,0.81893576999999995,0.90476190000000001
151507,151507,STAGATE,9,17,0.00045056000000000002,0.83529103999999998,0.86915887999999997
151507,151507,STAGATE,9,19,0.0071352000000000004,0.81736439999999999,0.88679244999999995
151507,151507,STAGATE,12,13,0.015653,0.81160591000000004,0.90476190000000001
151507,151507,STAGATE,12,14,0.0076492399999999999,0.54552144999999996,0.69491524999999998
151507,151507,STAGATE,12,15,0.014940149999999999,0.82703126000000005,0.88679244999999995
151507,151507,STAGATE,12,16,0.0079965699999999997,0.83043157000000001,0.86915887999999997
151507,151507,STAGATE,12,17,0.0099895799999999996,0.85896435000000004,0.90476190000000001
151507,151507,STAGATE,12,19,0.0024038200000000001,0.85255919999999996,0.92307691999999997
151507,151507,STAGATE,13,19,0.018056820000000001,0.83397423999999998,0.88679244999999995
151507,151507,STAGATE,14,15,0.0072909100000000003,0.55939017999999996,0.70940170999999996
151507,151507,STAGATE,14,16,0.00034734000000000002,0.57359662,0.72413793000000004
151507,151507,STAGATE,14,17,0.0023403400000000002,0.56704339000000004,0.72413793000000004
151507,151507,STAGATE,14,19,0.0052454099999999998,0.56273348000000001,0.72413793000000004
151507,151507,STAGATE,15,16,0.0069435699999999996,0.82914876999999998,0.86915887999999997
151507,151507,STAGATE,15,17,0.0049505699999999996,0.85153961,0.88679244999999995
151507,151507,STAGATE,15,19,0.01253632,0.84870838000000004,0.90476190000000001
151507,151507,STAGATE,16,17,0.0019930099999999999,0.85595113,0.88679244999999995
151507,151507,STAGATE,16,19,0.0055927499999999996,0.82739355000000003,0.88679244999999995
151507,151507,STAGATE,17,19,0.0075857600000000004,0.85875710000000005,0.86915887999999997
151507,151507,SpaGCN,1,2,0.0052910700000000001,0.58305658999999999,0.68830248000000005
151507,151507,SpaGCN,1,10,0.0015646,0.53863525999999995,0.69020110999999995
151507,151507,SpaGCN,1,11,0.01531909,0.52285669999999995,0.58251231999999997
151507,151507,SpaGCN,1,15,0.00971786,0.42536278,0.54073199999999999
151507,151507,SpaGCN,1,19,0.015902139999999999,0.56515705999999999,0.67013166999999996
151507,151507,SpaGCN,2,10,0.0068556800000000003,0.61099433000000003,0.73913043
151507,151507,SpaGCN,2,11,0.01002802,0.53429740000000003,0.33333332999999998
151507,151507,SpaGCN,2,12,0.018383259999999998,0.63496516000000003,0.70586526999999999
151507,151507,SpaGCN,2,15,0.01500893,0.40441904000000001,0.62601625999999999
151507,151507,SpaGCN,2,19,0.01061107,0.65594118999999995,0.75438596000000002
151507,151507,SpaGCN,3,14,0.014498570000000001,0.57519012999999997,0.58730159000000004
151507,151507,SpaGCN,4,6,0.017918130000000001,0.59041074000000004,0.73913043
151507,151507,SpaGCN,4,13,0.01278989,0.58225232999999998,0.68067226999999997
151507,151507,SpaGCN,5,11,0.013541050000000001,0.57847141000000002,0.57480315000000004
151507,151507,SpaGCN,5,12,0.0051858,0.72711837000000001,0.77865613
151507,151507,SpaGCN,5,14,0.012333500000000001,0.52218821999999998,0.50375939999999997
151507,151507,SpaGCN,5,19,0.012958000000000001,0.56308999000000004,0.57480315000000004
151507,151507,SpaGCN,6,8,0.014485120000000001,0.69975471,0.78571429000000004
151507,151507,SpaGCN,6,9,0.0068168999999999999,0.61455223999999997,0.80180180000000001
151507,151507,SpaGCN,6,13,0.0051282400000000001,0.68922954000000003,0.81818181999999995
151507,151507,SpaGCN,6,17,0.0077815799999999997,0.65561195999999999,0.81818181999999995
151507,151507,SpaGCN,6,18,0.016133439999999999,0.69929169999999996,0.81833208999999996
151507,151507,SpaGCN,6,20,0.01281886,0.69168565000000004,0.81878306999999995
151507,151507,SpaGCN,7,18,0.018893150000000001,0.67128628000000001,0.80238693999999999
151507,151507,SpaGCN,8,9,0.00766821,0.66301684999999999,0.81818181999999995
151507,151507,SpaGCN,8,13,0.01961336,0.71318948999999998,0.83486238999999995
151507,151507,SpaGCN,8,17,0.0067035300000000001,0.72570336000000002,0.78571429000000004
151507,151507,SpaGCN,8,18,0.00164832,0.70726997000000003,0.78585665000000005
151507,151507,SpaGCN,8,20,0.0016662599999999999,0.69059680000000001,0.80194805000000002
151507,151507,SpaGCN,9,13,0.01194514,0.69300446999999998,0.80180180000000001
151507,151507,SpaGCN,9,17,0.00096467999999999999,0.62095944000000003,0.76991149999999997
151507,151507,SpaGCN,9,18,0.0093165399999999999,0.68779749000000001,0.77809388000000002
151507,151507,SpaGCN,9,20,0.0060019499999999998,0.67785465,0.77005013
151507,151507,SpaGCN,10,11,0.016883700000000001,0.48248064000000002,0.33333332999999998
151507,151507,SpaGCN,10,15,0.0081532500000000008,0.38539958000000002,0.51515151999999997
151507,151507,SpaGCN,10,19,0.01746675,0.64094403,0.66666667000000002
151507,151507,SpaGCN,11,12,0.0083552399999999999,0.53172297999999996,0.62278414999999998
151507,151507,SpaGCN,11,19,0.00058305,0.52454274000000001,0.42857142999999998
151507,151507,SpaGCN,12,14,0.01751931,0.55578117000000005,0.68084809999999996
151507,151507,SpaGCN,12,19,0.00777219,0.57565215000000003,0.70090090000000005
151507,151507,SpaGCN,13,17,0.012909820000000001,0.63424170999999996,0.81818181999999995
151507,151507,SpaGCN,13,20,0.017947089999999999,0.76252306999999997,0.86082742000000001
151507,151507,SpaGCN,17,18,0.0083518599999999991,0.66519452000000001,0.80311891000000002
151507,151507,SpaGCN,17,20,0.0050372699999999999,0.66230926999999995,0.80238693999999999
151507,151507,SpaGCN,18,20,0.0033145900000000001,0.79179089999999996,0.83486238999999995
151507,151507,BANKSY,1,4,0.00048340999999999998,0.57610437999999997,0.73913043
151507,151507,BANKSY,1,5,0.00141832,0.57287429999999995,0.73913043
151507,151507,BANKSY,1,7,0.0011458200000000001,0.57294259999999997,0.73913043
151507,151507,BANKSY,1,8,0.00087761999999999996,0.57420559000000004,0.73913043
151507,151507,BANKSY,1,9,7.9670000000000001e-05,0.94121812000000005,0.88679244999999995
151507,151507,BANKSY,1,11,0.00011785,0.57499210000000001,0.73913043
151507,151507,BANKSY,1,14,0.0011458200000000001,0.57294259999999997,0.73913043
151507,151507,BANKSY,1,17,0.00141832,0.57287429999999995,0.73913043
151507,151507,BANKSY,1,18,0.00011785,0.57499210000000001,0.73913043
151507,151507,BANKSY,3,6,0.0018617900000000001,0.94644236000000004,0.92307691999999997
151507,151507,BANKSY,3,10,0.0017910999999999999,0.95885953999999995,0.92307691999999997
151507,151507,BANKSY,3,16,0.0017910999999999999,0.95885953999999995,0.92307691999999997
151507,151507,BANKSY,4,5,0.00093490999999999995,0.99466823999999998,1
151507,151507,BANKSY,4,7,0.00066241,0.99618899000000005,1
151507,151507,BANKSY,4,8,0.00039420999999999998,0.99771182999999997,1
151507,151507,BANKSY,4,9,0.00056307999999999998,0.59529865999999998,0.78571429000000004
151507,151507,BANKSY,4,11,0.00060126000000000005,0.99578926999999995,0.98019802
151507,151507,BANKSY,4,14,0.00066241,0.99618899000000005,1
151507,151507,BANKSY,4,17,0.00093490999999999995,0.99466823999999998,1
151507,151507,BANKSY,4,18,0.00060126000000000005,0.99578926999999995,0.98019802
151507,151507,BANKSY,5,7,0.00027250000000000001,0.99847264999999996,1
151507,151507,BANKSY,5,8,0.00054069999999999997,0.99694848999999996,1
151507,151507,BANKSY,5,9,0.00149799,0.59452472999999995,0.78571429000000004
151507,151507,BANKSY,5,11,0.0015361699999999999,0.99047883999999997,0.98019802
151507,151507,BANKSY,5,14,0.00027250000000000001,0.99847264999999996,1
151507,151507,BANKSY,5,17,0,1,1
151507,151507,BANKSY,5,18,0.0015361699999999999,0.99047883999999997,0.98019802
151507,151507,BANKSY,6,10,7.0690000000000003e-05,0.92452352000000004,0.90476190000000001
151507,151507,BANKSY,6,16,7.0690000000000003e-05,0.92452352000000004,0.90476190000000001
151507,151507,BANKSY,7,8,0.00026819000000000002,0.99847319999999995,1
151507,151507,BANKSY,7,9,0.0012254900000000001,0.59457395999999996,0.78571429000000004
151507,151507,BANKSY,7,11,0.0012636699999999999,0.99199349000000003,0.98019802
151507,151507,BANKSY,7,14,0,1,1
151507,151507,BANKSY,7,17,0.00027250000000000001,0.99847264999999996,1
151507,151507,BANKSY,7,18,0.0012636699999999999,0.99199349000000003,0.98019802
151507,151507,BANKSY,8,9,0.00095728999999999996,0.59462347000000004,0.76991149999999997
151507,151507,BANKSY,8,11,0.00099547000000000004,0.99351023000000005,0.98019802
151507,151507,BANKSY,8,14,0.00026819000000000002,0.99847319999999995,1
151507,151507,BANKSY,8,17,0.00054069999999999997,0.99694848999999996,1
151507,151507,BANKSY,8,18,0.00099547000000000004,0.99351023000000005,0.98019802
151507,151507,BANKSY,9,11,3.8179999999999997e-05,0.59404995000000005,0.78571429000000004
151507,151507,BANKSY,9,14,0.0012254900000000001,0.59457395999999996,0.78571429000000004
151507,151507,BANKSY,9,17,0.00149799,0.59452472999999995,0.78571429000000004
151507,151507,BANKSY,9,18,3.8179999999999997e-05,0.59404995000000005,0.78571429000000004
151507,151507,BANKSY,10,16,0,1,1
151507,151507,BANKSY,11,14,0.0012636699999999999,0.99199349000000003,0.98019802
151507,151507,BANKSY,11,17,0.0015361699999999999,0.99047883999999997,0.98019802
151507,151507,BANKSY,11,18,0,1,1
151507,151507,BANKSY,12,13,0.00068216999999999996,0.98345755999999995,0.96078430999999997
151507,151507,BANKSY,12,19,0.019152990000000002,0.51505705999999996,0.59999999999999998
151507,151507,BANKSY,12,20,0.00068216999999999996,0.98345755999999995,0.96078430999999997
151507,151507,BANKSY,13,19,0.018470819999999999,0.50991902,0.57480315000000004
151507,151507,BANKSY,13,20,0,1,1
151507,151507,BANKSY,14,17,0.00027250000000000001,0.99847264999999996,1
151507,151507,BANKSY,14,18,0.0012636699999999999,0.99199349000000003,0.98019802
151507,151507,BANKSY,15,19,0.0061037699999999997,0.48119286999999999,0.61290323000000002
151507,151507,BANKSY,17,18,0.0015361699999999999,0.99047883999999997,0.98019802
151507,151507,BANKSY,19,20,0.018470819999999999,0.50991902,0.57480315000000004
151507,151507,SEDR,1,4,0.01143384563,0.59027972409999996,0.72413793100000001
151507,151507,SEDR,1,5,0.0055896402679999997,0.62153769579999996,0.58730158730000004
151507,151507,SEDR,1,7,0.01280616588,0.69230384310000004,0.80180180180000005
151507,151507,SEDR,1,8,0.0047282200050000004,0.74228931149999999,0.7699115044
151507,151507,SEDR,1,9,0.010317201599999999,0.63292583010000003,0.65289256200000001
151507,151507,SEDR,1,12,0.0044939156769999997,0.60016673549999999,0.59999999999999998
151507,151507,SEDR,1,13,0.011317099929999999,0.70460864430000003,0.78571428570000001
151507,151507,SEDR,1,14,0.0067182626779999999,0.83475964790000001,0.7699115044
151507,151507,SEDR,1,18,0.0113671782,0.78481381910000003,0.78571428570000001
151507,151507,SEDR,2,5,0.017317112459999999,0.71246201460000003,0.70940170940000002
151507,151507,SEDR,2,10,0.01137125422,0.67036127059999995,0.63934426229999997
151507,151507,SEDR,2,13,0.01158965279,0.70903134140000001,0.73913043479999996
151507,151507,SEDR,2,14,0.01618849005,0.7611360559,0.80180180180000005
151507,151507,SEDR,2,15,0.0025907249220000002,0.74778123119999995,0.75438596489999998
151507,151507,SEDR,2,16,0.00015475347449999999,0.74654839979999998,0.78571428570000001
151507,151507,SEDR,2,17,0.013483374560000001,0.7398470412,0.66666666669999997
151507,151507,SEDR,2,18,0.01153957452,0.83816167200000002,0.73913043479999996
151507,151507,SEDR,2,19,0.000134211778,0.55909981239999995,0.73913043479999996
151507,151507,SEDR,3,10,0.017202055599999998,0.62284275879999995,0.63934426229999997
151507,151507,SEDR,3,17,0.015089935259999999,0.64112547740000003,0.68067226889999999
151507,151507,SEDR,4,5,0.017023485889999999,0.53355061449999996,0.49253731340000001
151507,151507,SEDR,4,7,0.0013723202570000001,0.6552620253,0.73913043479999996
151507,151507,SEDR,4,8,0.0067056256219999999,0.61448404889999997,0.66666666669999997
151507,151507,SEDR,4,9,0.0011166440310000001,0.73642886159999998,0.80180180180000005
151507,151507,SEDR,4,12,0.0069399299490000002,0.52507044589999996,0.55038759690000005
151507,151507,SEDR,4,14,0.018152108300000001,0.56273145130000002,0.63934426229999997
151507,151507,SEDR,5,7,0.018395806149999999,0.68536663549999999,0.66666666669999997
151507,151507,SEDR,5,8,0.01031786027,0.6908497603,0.70940170940000002
151507,151507,SEDR,5,9,0.01590684186,0.64206170159999998,0.70940170940000002
151507,151507,SEDR,5,12,0.01008355595,0.73033915169999997,0.75438596489999998
151507,151507,SEDR,5,13,0.0057274596659999998,0.61875899869999995,0.63934426229999997
151507,151507,SEDR,5,14,0.00112862241,0.63722741390000004,0.72413793100000001
151507,151507,SEDR,5,15,0.01472638754,0.71589023569999999,0.78571428570000001
151507,151507,SEDR,5,16,0.01747186593,0.64237698769999996,0.66666666669999997
151507,151507,SEDR,5,18,0.0057775379350000003,0.64475494300000002,0.66666666669999997
151507,151507,SEDR,5,19,0.01745132424,0.52400276310000005,0.52671755730000003
151507,151507,SEDR,6,11,0.00051419354290000005,0.75533621949999996,0.73913043479999996
151507,151507,SEDR,7,8,0.0080779458790000008,0.72933222419999999,0.68067226889999999
151507,151507,SEDR,7,9,0.0024889642889999999,0.69734841209999998,0.68067226889999999
151507,151507,SEDR,7,12,0.0083122502060000002,0.66357592669999999,0.61290322580000001
151507,151507,SEDR,7,14,0.019524428560000001,0.67095716270000005,0.68067226889999999
